name,files,modules,variables
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.symbol
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.domain
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.typical
_Parameterization,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameterization,self.parameters
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,self.tol
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,self.validation_policy
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,self.cache_policy
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,self._not_implemented
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,self._original_parameters
UnivariateDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.UnivariateDistribution,parameters
TransformedDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.TransformedDistribution,self._variable
TransformedDistribution,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.TransformedDistribution,self._dist
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,components
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,weights
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,n
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,dtype
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,self._shape
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,self._dtype
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,self._components
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,self._weights
Mixture,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure.Mixture,self.validation_policy
