common-block,file,module,operation,direction
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self._d,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self._sf,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self._kind,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,f0,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,f1,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,x,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,y,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self._f,WRITE
ECDFResult,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.ECDFResult,self.cdf,WRITE
ECDFResult,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.ECDFResult,self.sf,WRITE
_PageL,./apps/scipy/scipy/stats/_page_trend_test.py,scipy.stats._page_trend_test._PageL,self.all_pmfs,WRITE
_Interval,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Interval,self.symbols,WRITE
_Interval,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Interval,a,WRITE
_Interval,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Interval,b,WRITE
_Interval,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Interval,self.endpoints,WRITE
_Interval,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Interval,self.inclusive,WRITE
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.name,WRITE
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.symbol,WRITE
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.domain,WRITE
_Parameter,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameter,self.typical,WRITE
_Parameterization,./apps/scipy/scipy/stats/_distribution_infrastructure.py,scipy.stats._distribution_infrastructure._Parameterization,self.parameters,WRITE
