"source-path";"source-operation";"target-path";"target-operation";"calls"
"lib_core.test_umath";"test_reduce_reorder";"omma.testutils";"assert_equal";"1"
"lib_core._methods";"_mean";"tedistutils.log";"warnings.warn";"1"
"omtests.test_mrecords";"test_fromrecords";"omlib._npyio_impl";"getattr";"4"
"lib_core.test_strings";"test_isalnum";"omlib._twodim_base_impl";"np.strings.isalnum";"1"
"lib_core.test_nditer";"test_iter_allocate_output_itorder";"omma.core";"arange.reshape";"3"
"numpy.polynomial.tests.test_laguerre";"test_weight";"libtests.test_regression";"np.exp";"1"
"liblinalg._linalg";"slogdet";"omlib._scimath_impl";"logdet.astype";"1"
"randomtests.test_random";"test_invalid_array_shape";"omma.core";"np.array";"1"
"randomtests.test_generator_mt19937";"test_bytes";"omma.testutils";"assert_equal";"1"
"libtests.test_loadtxt";"test_unicode_with_converter";"libtests.test_regression";"s.upper";"1"
"linalgtests.test_regression";"test_lstsq_complex_larger_rhs";"omma.core";"assert_array_almost_equal";"1"
"libtests.test_arraysetops";"test_setdiff1d_char_array";"numpy.polynomial.tests.test_hermite_e";"setdiff1d";"1"
"lib_core.fromnumeric";"_wrapreduction_any_all";"omlib._npyio_impl";"getattr";"1"
"omma.core";"allclose";"lib_core.test_ufunc";"absolute";"4"
"libtests.test_io";"test_recfromtxt";"distutilstests.test_ccompiler_opt";"assert_";"2"
"testingtests.test_utils";"test_strict";"numpy.polynomial._polybase";"np.broadcast_to";"1"
"tedistutils.system_info";"get_info";"tedistutils.log";"warnings.warn";"1"
"linalgtests.test_linalg";"test_xerbla_override";"omma.core";"np.array";"1"
"lib_core.test_custom_dtypes";"test_basic_addition";"omma.mrecords";"res.view";"1"
"lib_core.test_arrayprint";"test_ctx_mgr";"omma.testutils";"assert_equal";"1"
"randomtests.test_random";"test_respect_dtype_singleton";"lib_core.test_ufunc";"hasattr";"1"
"lib_core.test_multiarray";"test_vector_matrix_values";"libtests.test_regression";"np.stack";"4"
"lif2py.crackfortran";"analyzeline";"libtests.test_regression";"m1.groupdict";"1"
"omtests.test_public_api";"test_array_api_entry_point";"lib_core.test_ufunc";"AssertionError";"2"
"distutilstests.test_ccompiler_opt";"get_targets";"omlib._shape_base_impl";"path.basename.split";"1"
"lib_core.test_extint128";"test_shl_128";"omma.testutils";"assert_equal";"1"
"libtests.test_function_base";"test_many_arguments";"omlib._function_base_impl";"select";"1"
"omlib._function_base_impl";"_quantile_ureduce_func";"liblinalg._linalg";"weights.ravel";"1"
"lib_core.test_casting_unittests";"get_data";"omlib._twodim_base_impl";"range";"1"
"lib_core.test_simd";"test_unary_invalid_fpexception";"omlib._twodim_base_impl";"intrin";"1"
"libtests.test_arraypad";"_padwithtens";"libtests.test_regression";"np.arange";"1"
"lib_core.test_nditer";"test_iter_broadcasting_errors";"lib_core.test_ufunc";"AssertionError";"3"
"lib_core.test_multiarray";"test_ret_is_out";"omlib._twodim_base_impl";"pytest.mark.parametrize";"3"
"linalgtests.test_linalg";"test_exceptions_bad_power";"numpy.polynomial.tests.test_hermite_e";"self.rshft_0.astype";"1"
"libtests.test_function_base";"test_complex_interp";"omlib._function_base_impl";"np.interp";"5"
"lib_core.test_umath";"test_zero_power_nonzero";"omma.core";"np.array";"2"
"lib_core.test_multiarray";"test_max_dims";"numpy.matlib";"np.ones";"1"
"lib_core.test_umath";"test_fpclass";"omma.core";"np.array";"6"
"lib_core.test_defchararray";"test_decode";"omma.core";"assert_array_equal";"1"
"lib_core.test_indexing";"test_single_int_index";"omma.core";"np.array";"1"
"lib_core.test_ufunc";"test_initial_reduction";"omma.core";"np.minimum.reduce";"3"
"lib_core.test_stringdtype";"test_argmax";"omma.core";"np.argmin";"1"
"libtests.test_function_base";"test_nan_behavior";"tedistutils.ccompiler_opt";"np.percentile";"19"
"lib_core.test_regression";"test_dtype_scalar_squeeze";"tedistutils.mingw32ccompiler";"type";"2"
"libtests.test_function_base";"test_basic";"tedistutils.ccompiler_opt";"np.quantile";"3"
"libtests.test_arraypad";"test_zero_padding_shortcuts";"libtests.test_regression";"np.arange";"1"
"linalgtests.test_linalg";"_test";"omma.core";"array";"3"
"lib_core._internal";"array_ufunc_errmsg_formatter";"numpy.polynomial.tests.test_hermite_e";"format";"3"
"lib_core.test_multiarray";"test_dotcolumnvect1";"omma.core";"np.dot";"1"
"numpy.polynomial.tests.test_classes";"test_mod";"numpy.polynomial.tests.test_classes";"assert_poly_almost_equal";"9"
"lib_core.test_scalarbuffer";"test_scalar_buffers_readonly";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"omtests.test_regression";"test_atleast_2d";"omma.core";"np.ma.masked_array";"1"
"distutilscommand.build_src";"build_data_files_sources";"lib_core.test_ufunc";"hasattr";"2"
"numpy.polynomial.chebyshev";"chebval";"omma.extras";"isinstance";"2"
"liblinalg._linalg";"matrix_power";"numpy.matlib";"empty_like";"1"
"testingtests.test_utils";"test_simple_item";"numpy.polynomial.tests.test_hermite_e";"self._test_not_equal";"1"
"omlib._function_base_impl";"gradient";"_core";"slice";"12"
"randomtests.test_direct";"test_advange_large";"lib_core.fromnumeric";"sum";"2"
"lib_core.test_deprecations";"__array_wrap__";"lib_core.test_ufunc";"Test1";"1"
"f2pytests.test_array_from_pyobj";"test_c_inout_23seq";"lib_core.test_overrides";"a.has_shared_memory";"1"
"lib_core.test_longdouble";"test_format";"distutilstests.test_ccompiler_opt";"assert_";"1"
"omma.core";"make_mask";"omma.core";"make_mask_descr";"1"
"lib_core.test_array_coercion";"test_coercion_assignment_datetime";"omlib._twodim_base_impl";"pytest.mark.parametrize";"2"
"randomtests.test_generator_mt19937_regressions";"test_beta_expected_zero_frequency";"numpy.polynomial.tests.test_hermite_e";"self.mt19937.beta";"1"
"linalgtests.test_linalg";"test_matrix_2x2";"numpy.polynomial.tests.test_hermite_e";"self.array";"1"
"libtests.test_function_base";"bar";"libtests.test_regression";"np.arange";"4"
"omlib._histograms_impl";"histogram_bin_edges";"omtests.test_ctypeslib";"_ravel_and_check_weights";"1"
"randomtests.test_random";"test_chisquare";"omma.core";"assert_array_almost_equal";"2"
"omtests.test_mrecords";"test_fromtextfile";"numpy.polynomial.tests.test_hermite_e";"fromtextfile";"1"
"libtests.test_function_base";"test_prepend";"libtests.test_regression";"np.cumsum";"1"
"lif2py.crackfortran";"analyzeline";"omlib._twodim_base_impl";"range";"1"
"lib_core.test_ufunc";"__rmul__";"numpy.polynomial.tests.test_hermite_e";"np.float64";"1"
"libtests.test_io";"test_skip_footer_with_invalid";"lib_core.test_ufunc";"TextIO";"5"
"libtests.test_nanfunctions";"test__nan_mask";"omma.testutils";"assert_equal";"1"
"lib_core.test_shape_base";"test_casting_and_dtype_type_error";"libtests.test_regression";"pytest.raises";"2"
"tedistutils.system_info";"get_cblas_libs";"omlib._datasource";"open";"1"
"omtests.test_core";"test_inplace_floor_division_scalar_type";"tedistutils.log";"warnings.catch_warnings";"1"
"numpy.polynomial.chebyshev";"_zseries_der";"_core";"len";"1"
"tedistutils.cpuinfo";"__init__";"lib_core.test_ufunc";"int";"3"
"lib_core.test_regression";"test_nonarray_assignment";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.xfail";"1"
"libtests.test_twodim_base";"test_bool";"omma.testutils";"assert_equal";"1"
"randomtests.test_generator_mt19937";"test_poisson";"omma.core";"np.array";"2"
"tedistutils.misc_util";"get_ext_source_files";"numpy.polynomial.tests.test_hermite_e";"filenames.extend";"3"
"omlib._function_base_impl";"_quantile";"omma.core";"weights.reshape";"1"
"omtests.test_extras";"test_2d_with_missing";"numpy.polynomial.tests.test_hermite_e";"corrcoef";"4"
"lib_core.numeric";"moveaxis";"_core";"len";"2"
"lib_core.test_overrides";"test_ndarray_and_duck_array";"lib_core.test_ufunc";"Other";"1"
"omtests.test_old_ma";"test_testOddFeatures";"lib_core.defchararray";"greater";"1"
"lib_core.test_ufunc";"test_conv1d_full_with_out";"omma.core";"np.convolve";"1"
"omlib._function_base_impl";"_calculate_shapes";"libtests.test_regression";"tuple";"1"
"distutilscommand.build_ext";"build_extension";"numpy.polynomial.tests.test_hermite_e";"copy_file";"1"
"lib_core.test_umath";"assert_arctan2_ispzero";"lib_core.test_ufunc";"ncu.arctan2";"3"
"lib_core.test_umath_accuracy";"test_validate_svml_fp16";"libtests.test_regression";"np.errstate";"1"
"randomtests.test_random";"test_noncentral_chisquare";"lib_core.test_overrides";"nonc_chi";"2"
"f2pytests.test_f2py2e";"test_nowrapfunc";"lib_core.test_ufunc";"Path";"1"
"lib_core.test_print";"_test_redirected_print";"omma.testutils";"assert_equal";"1"
"randomtests.test_random";"test_repeatability";"randomtests.test_smoke";"np.dtype";"2"
"liblinalg._linalg";"eig";"distutilstests.test_ccompiler_opt";"_assert_stacked_2d";"1"
"lib_core._type_aliases";"array";"lib_core.test_ufunc";"_aliases.items";"1"
"numpy.ctypeslib";"_dummy";"omlib._npyio_impl";"nic._getintp_ctype";"1"
"libtests.test_function_base";"test_object_dtype";"omma.testutils";"assert_almost_equal";"1"
"lib_core.test_simd";"_cpu_features";"py_utils._inspect";"join";"1"
"om_typing._add_docstring";"_parse_docstrings";"omma.core";"type_list_ret.append";"1"
"testing_private.utils";"assert_string_equal";"lib_core.test_ufunc";"AssertionError";"5"
"lib_core.test_multiarray";"test_combinations";"omma.core";"np.min";"2"
"lib_core.test_umath";"test_abs_neg_blocked";"libtests.test_regression";"np.arange";"1"
"lib_core.test_multiarray";"test_buffer_interface";"libtests.test_regression";"np.may_share_memory";"3"
"lib_core.test_strings";"test_string_comparisons";"libtests.test_regression";"zip";"2"
"typingtests.test_runtime";"test_issubclass";"tedistutils.mingw32ccompiler";"type";"2"
"lib_core.test_multiarray";"test_choose_mod_raise";"numpy.matlib";"np.empty";"1"
"libtests.test_function_base";"test_deprecated_empty";"distutilstests.test_ccompiler_opt";"assert_raises";"2"
"lib_core.test_umath";"test_error_in_equal_reduce";"omtests.test_old_ma";"np.equal.reduce";"1"
"numpy.polynomial.tests.test_hermite_e";"test_hermegrid3d";"libtests.test_regression";"np.einsum";"1"
"omma.core";"__setattr__";"lib_core.test_ufunc";"MaskedConstant";"1"
"lib_core.defchararray";"translate";"lib_core.strings";"translate";"1"
"lib_core.test_ufunc";"test_ufunc_at_basic";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"omlib._npyio_impl";"genfromtxt";"libtests.test_regression";"zip";"4"
"lib_core.test_casting_unittests";"test_simple_direct_casts";"lib_core.test_ufunc";"arr2_o.tobytes";"3"
"tedistutils.misc_util";"_fix_paths";"libtests.test_regression";"print";"2"
"omtests.test_extras";"test_1d";"omma.extras";"isinstance";"1"
"lib_core.test_regression";"test_nonzero_byteswap";"libtests.test_regression";"a.byteswap";"1"
"omtests.test_core";"test_zeros";"numpy.matlib";"zeros";"1"
"lib_core.test_indexing";"test_same_kind_index_casting";"omma.core";"np.arange.reshape";"2"
"tedistutils.core";"_command_line_ok";"lib_core.strings";"arg.startswith";"1"
"omlib._shape_base_impl";"vsplit";"omlib._shape_base_impl";"split";"1"
"omlib._user_array_impl";"byteswap";"numpy.polynomial.tests.test_hermite_e";"self.array.byteswap";"1"
"lib_core.test_arrayprint";"test_dtype_endianness_repr";"randomtests.test_smoke";"native_dtype.newbyteorder";"1"
"omma.core";"_recursive_set_fill_value";"omma.core";"np.array.item";"1"
"lib_core.test_regression";"test_mem_empty";"numpy.matlib";"np.empty";"1"
"testing_private.utils";"assert_approx_equal";"testing_private.utils";"build_err_msg";"1"
"omtests.test_core";"test_generic_methods";"_core";"a.conj";"1"
"distutilsfcompiler.__init__";"str2bool";"tedistutils.misc_util";"is_string";"1"
"lib_core.test_multiarray";"test_roundtrip_binary_str";"omma.core";"assert_array_equal";"2"
"numpy.polynomial.polyutils";"getdomain";"numpy.polynomial.polyutils";"as_series";"1"
"omtests.test_matlib";"test_ones";"omlib._twodim_base_impl";"np.matrix";"2"
"lib_core.test_deprecations";"test_not_deprecated";"numpy.polynomial.tests.test_hermite_e";"self.assert_not_deprecated";"9"
"omlib._arraypad_impl";"_pad_simple";"_core";"slice";"1"
"omma.extras";"apply_over_axes";"omlib._shape_base_impl";"ma.expand_dims";"1"
"libtests.test_function_base";"test_x_signed_int_big_jump";"omma.core";"np.array";"2"
"libtests.test_io";"test_single_dtype_wo_names";"omma.core";"np.array";"1"
"omtests.test_core";"test_dot";"numpy.polynomial.tests.test_hermite_e";"mXX.filled";"1"
"tedistutils.core";"_check_append_ext_library";"omma.core";"libraries.append";"1"
"distutilsfcompiler.absoft";"get_library_dirs";"libtests.test_regression";"cpu.is_64bit";"1"
"numpy.polynomial.tests.test_classes";"test_cutdeg";"libtests.test_regression";"p.cutdeg";"4"
"lib_core.test_multiarray";"test_datetime";"omma.core";"np.array";"6"
"f2pytests.test_assumed_shape";"test_all";"numpy.polynomial.tests.test_hermite_e";"self.module.fsum";"1"
"omlib._npyio_impl";"load";"lib_core.test_ufunc";"hasattr";"1"
"omlib._iotools";"__call__";"numpy.polynomial.tests.test_hermite_e";"self._handyman";"1"
"_pyinstallertests.test_pyinstaller";"test_pyinstaller";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"libtests.test_io";"test_converters_decode";"omma.core";"np.array";"1"
"omma.core";"power";"libtests.test_regression";"np.errstate";"1"
"lib_core.test_regression";"__array_finalize__";"omma.core";"dat.sort";"1"
"numpy.polynomial._polybase";"basis";"numpy.ctypeslib";"cls";"1"
"lib_core.test_multiarray";"test_no_dgemv";"omma.core";"a.reshape";"1"
"omtests.test_old_ma";"test_testOddFeatures";"numpy.polynomial.tests.test_hermite_e";"c.filled";"1"
"omtests.test_old_ma";"test_testCI";"omtests.test_old_ma";"eq";"11"
"lib_core.test_multiarray";"test_casting";"libtests.test_regression";"a.byteswap";"1"
"libtests.test_format";"test_huge_header_npz";"omlib._npyio_impl";"np.savez";"1"
"lib_core.test_mem_overlap";"do_reduceat";"libtests.test_regression";"np.add.reduceat";"1"
"omma.core";"__ipow__";"omma.core";"getmask";"1"
"linalgtests.test_linalg";"test_empty";"omfft._pocketfft";"norm";"3"
"lif2py.crackfortran";"updatevars";"omlib._npyio_impl";"d1.keys";"1"
"lib_core.test_longdouble";"test_empty_string";"numpy.polynomial.tests.test_hermite_e";"np.finfo";"2"
"testing_private.utils";"_filter";"numpy.polynomial.tests.test_hermite_e";"self._tmp_modules.add";"1"
"lib_core.test_overrides";"__array_function__";"lib_core.test_overrides.A";"MyArr";"1"
"testingtests.test_utils";"test_object";"omma.core";"np.array";"1"
"libtests.test_shape_base";"wrapped";"numpy.polynomial.tests.test_hermite_e";"functools.wraps";"1"
"lib_core.overrides";"set_array_function_like_doc";"tedistutils.conv_template";"public_api.__doc__.replace";"1"
"lib_core.test_umath";"test_comparison_functions";"libtests.test_regression";"comp_s2.tolist";"1"
"numpy.polynomial.tests.test_classes";"test_dimensions";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.test_api";"test_contiguous_flags";"numpy.matlib";"np.ones";"2"
"f2pytests.test_abstract_interface";"test_parse_abstract_interface";"numpy.polynomial.tests.test_hermite_e";"crackfortran.crackfortran";"1"
"lif2py.crackfortran";"analyzevars";"omlib._npyio_impl";"get_parameters";"1"
"lib_core.test_umath";"test_float_remainder_exact";"libtests.test_regression";"b.astype";"1"
"lib_core.test_datetime";"test_datetime_nat_argsort_stability";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"omlib._histograms_impl";"_hist_bin_doane";"libtests.test_regression";"np.mean";"2"
"tedistutils.system_info";"__init__";"lif2py.auxfuncs";"str";"1"
"lib_core.test_umath";"test_doc";"numpy.polynomial.tests.test_hermite_e";"ncu.frexp.__doc__.startswith";"1"
"omtests.test_mrecords";"test_filled";"omma.testutils";"assert_equal";"3"
"testing_private.utils";"integer_repr";"libtests.test_regression";"_integer_repr";"3"
"lib_core.test_datetime";"test_time_byteswapped_cast";"omma.core";"assert_array_equal";"3"
"tedistutils.misc_util";"add_include_dirs";"numpy.polynomial.tests.test_hermite_e";"self.include_dirs.extend";"1"
"lib_core.test_multiarray";"test_no_suboffsets";"libtests.test_regression";"pytest.skip";"1"
"libtests.test_index_tricks";"test_error_shape_mismatch";"distutilstests.test_ccompiler_opt";"assert_raises_regex";"1"
"numpy.polynomial.tests.test_classes";"test_call";"libtests.test_regression";"np.linspace";"1"
"libtests.test_histograms";"test_one_bin";"omma.core";"assert_array_equal";"2"
"libtests.test_function_base";"test_linear_interpolation_extrapolation";"omma.testutils";"np.testing.assert_equal";"2"
"typingtests.array_constructors";"func";"omma.core";"np.ndarray";"2"
"omtests.test_core";"test_astype_basic";"libtests.test_regression";"src.astype";"1"
"omtests.test_public_api";"test_functions_single_location";"omlib._npyio_impl";"getattr";"1"
"libtests.test_packbits";"test_unpackbits_large";"libtests.test_regression";"np.arange";"1"
"lib_core.test_numeric";"test_all_any";"distutilstests.test_ccompiler_opt";"assert_";"12"
"libtests.test_shape_base";"empty_to_1";"distutilstests.test_ccompiler_opt";"assert_";"1"
"omma.core";"sort";"omma.core";"a.sort";"2"
"lib_core.test_multiarray";"test_sort_unsigned";"omma.testutils";"assert_equal";"2"
"libtests.test_io";"test_commented_header";"omma.testutils";"assert_equal";"2"
"matrixlibtests.test_defmatrix";"test_array_to_list";"lib_core.test_ufunc";"a.tolist";"1"
"omlib._index_tricks_impl";"__getitem__";"_core";"len";"6"
"lib_core.test_regression";"test_ndmin_order";"numpy.matlib";"np.ones";"2"
"omma.timer_comparison";"test_4";"numpy.polynomial.tests.test_hermite_e";"self.filled";"4"
"lib_core.test_regression";"test_correct_hash_dict";"omma.testutils";"assert_equal";"1"
"ffttests.test_pocketfft";"test_fft_output_order";"omma.core";"np.asarray";"1"
"lib_core.test_ufunc";"test_out_broadcasts";"lib_core.fromnumeric";"all";"2"
"f2pytests.test_crackfortran";"test_multiple_relevant_spaces";"py_utils._inspect";"join";"1"
"lib_core.test_multiarray";"test_output_shape";"omma.testutils";"assert_equal";"1"
"libtests.test_shape_base";"test_basic";"omma.testutils";"assert_equal";"9"
"lib_core.test_umath";"test_avx_based_ufunc";"omlib._twodim_base_impl";"range";"1"
"libtests.test_index_tricks";"test_wide_matrix";"numpy.polynomial.tests.test_hermite_e";"fill_diagonal";"1"
"libtests.test_arraysetops";"test_setdiff1d_unique";"numpy.polynomial.tests.test_hermite_e";"setdiff1d";"1"
"lib_core.test_numeric";"test_masked_arrays";"tedistutils.mingw32ccompiler";"type";"14"
"lib_core.test_regression";"test_nonzero_byteswap";"omma.mrecords";"a.view";"1"
"randomtests.test_smoke";"test_init";"numpy.polynomial.tests.test_hermite_e";"self.bit_generator";"1"
"lib_core.test_simd";"test_operators_comparison";"numpy.polynomial.tests.test_hermite_e";"self._is_fp";"1"
"testingtests.test_utils";"__array_function__";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"omtests.test_core";"test_pickling_wstructured";"omma.core";"array";"1"
"tedistutils.mingw32ccompiler";"generate_def";"lib_core.test_ufunc";"_TABLE.match";"1"
"libtests.test_function_base";"test_percentile_list";"omma.testutils";"assert_equal";"1"
"randomtests.test_smoke";"test_standard_t";"distutilstests.test_ccompiler_opt";"assert_";"1"
"randomtests.test_smoke";"test_uniform_array";"lib_core.fromnumeric";"all";"6"
"distutilscommand.build_src";"build_sources";"numpy.polynomial.tests.test_hermite_e";"self.build_py_modules_sources";"1"
"lif2py.symbolic";"restore";"omlib._shape_base_impl";"re.split";"2"
"omlib._shape_base_impl";"_replace_zero_by_x_arrays";"lib_core.test_ufunc";"_nx.sometrue";"1"
"tedistutils.ccompiler";"CCompiler_compile";"py_utils._inspect";"join";"5"
"omtests.test_core";"test_inplace_multiplication_array_type";"omma.testutils";"assert_equal";"3"
"lib_core.test_multiarray";"test_dotvecmat";"omma.core";"np.array";"1"
"lib_core.test_multiarray";"test_mirror";"omma.core";"assert_array_equal";"1"
"lib_core.test_umath";"__array_ufunc__";"libtests.test_regression";"np.arange.view";"7"
"lib_core.test_ufunc";"test_can_ignore_signature";"numpy.matlib";"np.zeros_like";"2"
"linalgtests.test_linalg";"test_reduced_rank";"numpy.matlib";"np.random.RandomState";"1"
"omlib._type_check_impl";"common_type";"omlib._type_check_impl";"iscomplexobj";"1"
"distutilscommand.config";"check_type_size";"numpy.polynomial.tests.test_hermite_e";"self._clean";"4"
"lib_core.test_multiarray";"test_searchsorted_type_specific";"_core";"len";"1"
"libtests.test_function_base";"test_quantile_weights_min_max";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"lib_core.test_longdouble";"test_fromstring_bogus";"omma.core";"np.array";"1"
"testing_private.utils";"_parse_size";"numpy.polynomial.tests.test_hermite_e";"float";"1"
"lib_core.test_casting_unittests";"test_float_to_string";"numpy.polynomial._polybase";"np.can_cast";"2"
"randomtests.test_generator_mt19937";"test_typical_cases";"libtests.test_regression";"sample.sum";"1"
"lib_core.test_multiarray";"test_basic";"omma.core";"assert_array_equal";"7"
"tedistutils.exec_command";"exec_command";"tedistutils.exec_command";"_exec_command";"1"
"matrixlibtests.test_interaction";"test_dot_scalar_and_matrix_of_objects";"omma.testutils";"assert_equal";"2"
"typingtests.scalars";"__float__";"omma.core";"i8.reshape";"1"
"libtests.test_function_base";"test_signature_otypes";"randomtests.test_smoke";"np.dtype";"1"
"distutilstests.test_exec_command";"test_exec_command_stdout";"tedistutils.exec_command";"exec_command.exec_command";"2"
"omtests.test_old_ma";"test_testArrayMethods";"omtests.test_old_ma";"eq";"12"
"omtests.test_extras";"test_basic_keepdims";"omma.core";"np.shape";"4"
"lib_core.test_datetime";"test_timedelta_scalar_construction";"lib_core.test_ufunc";"datetime.timedelta";"11"
"lib_core.test_umath";"test_float_remainder_overflow";"libtests.test_regression";"np.divmod";"1"
"omtests.test_core";"test_fillvalue_bytes_or_str";"numpy.polynomial.tests.test_hermite_e";"default_fill_value";"2"
"lib_core.defchararray";"__eq__";"omtests.test_old_ma";"equal";"1"
"lib_core.test_nditer";"test_reorder";"omma.testutils";"assert_equal";"6"
"lib_core.test_umath";"test_heaviside";"omma.testutils";"assert_equal";"4"
"lib_core.test_einsum";"test_path_type_input_invalid";"numpy.matlib";"self.build_operands";"2"
"lif2py.capi_maps";"load_f2cmap_file";"omlib._datasource";"open";"1"
"libtests.test_regression";"test_polyfit_build";"omma.core";"assert_array_almost_equal";"1"
"f2pytests.test_semicolon_split";"test_multiline";"numpy.polynomial.tests.test_hermite_e";"self.module.foo";"1"
"libtests.test_io";"test_format";"libtests.test_io";"c.seek";"3"
"liblinalg._linalg";"pinv";"omma.core";"max";"1"
"omtests.test_subclassing";"__array_wrap__";"numpy.polynomial.tests.test_hermite_e";"obj.info.get";"1"
"randomtests.test_randomstate";"test_exponential";"numpy.matlib";"random.exponential";"1"
"lib_core.function_base";"logspace";"libtests.test_regression";"linspace";"1"
"libtests.test__iotools";"test_other_delimiter";"omma.testutils";"assert_equal";"3"
"lib_core.numeric";"_maketup";"libtests.test_regression";"tuple";"1"
"tedistutils.ccompiler_opt";"feature_c_preprocessor";"numpy.polynomial.tests.test_hermite_e";"feature_name.isupper";"1"
"lib_core.test_multiarray";"test_npy_char_raises";"libtests.test_regression";"pytest.raises";"1"
"randomtests.test_randomstate_regression";"test_multinomial_empty";"numpy.matlib";"random.multinomial";"2"
"tedistutils.exec_command";"_exec_command";"libtests.test_regression";"proc.communicate";"1"
"lib_core.test_extint128";"test_shl_128";"lib_core.test_ufunc";"exc_iter";"1"
"lib_core.test_umath";"test_sincos_underflow";"libtests.test_regression";"np.errstate";"1"
"lib_core.test_regression";"test_for_equal_names";"lib_core.records";"list";"1"
"lib_core.test_ufunc";"test_sum";"omma.core";"dt";"1"
"py_utils._inspect";"convert";"omma.core";"specs.append";"2"
"omlib.format";"_wrap_header";"omlib.format";"magic";"1"
"lib_core.test_nditer";"test_iter_buffering_reduction";"omma.mrecords";"b.view";"2"
"lib_core.fromnumeric";"std";"lib_core.fromnumeric";"_methods._std";"1"
"tedistutils._shell_utils";"split";"lib_core.test_umath_complex";"CommandLineToArgvW";"1"
"lib_core.test_simd";"test_tobits";"builtins";"bin";"2"
"libtests.test_stride_tricks";"__new__";"omma.core";"np.array.view";"2"
"lib_core.test_numeric";"test_var_with_mean_keyword_keepdims_true_masked";"libtests.test_regression";"np.mean";"3"
"lib_core.test_regression";"__array__";"libtests.test_regression";"Exception";"1"
"lib_core.test_function_base";"__div__";"numpy.polynomial.tests.test_hermite_e";"float";"2"
"omtests.test_subclassing";"test_pure_subclass_info_preservation";"libtests.test_regression";"np.subtract";"1"
"omlib._histograms_impl";"histogramdd";"_core";"len";"3"
"lib_core.test_arrayprint";"test_0d_arrays";"lif2py.auxfuncs";"str";"4"
"lib_core.test_multiarray";"test_rejects_strings";"libtests.test_regression";"np.arange";"1"
"lib_core.test_longdouble";"test_fromstring_foreign_repr";"omma.testutils";"assert_equal";"1"
"libtests.test_arraypad";"test_check_large_pad";"omma.core";"assert_array_equal";"3"
"libtests.test_io";"writelines";"lib_core.test_ufunc";"BytesIO.writelines";"1"
"lib_core.memmap";"flush";"numpy.polynomial.tests.test_hermite_e";"self.base.flush";"1"
"lif2py.crackfortran";"buildimplicitrules";"lib_core.records";"list";"1"
"testing_private.utils";"func_assert_same_pos";"omma.core";"remarks.append";"4"
"matrixlibtests.test_defmatrix";"test_min";"omma.core";"x.min";"3"
"omma.core";"__setitem__";"libtests.test_regression";"np.errstate";"1"
"lib_core.test_casting_unittests";"test_nonstandard_bool_to_other";"omma.core";"np.array.view";"1"
"libtests.test_arraypad";"test_check_median";"omma.core";"assert_array_equal";"1"
"lib_core.test_regression";"test_objectarray_setfield";"omma.core";"np.array";"1"
"linalgtests.test_linalg";"test_empty_nonsq_cases";"numpy.polynomial.tests.test_hermite_e";"self.check_cases";"1"
"omtests.test_extras";"test_compress_nd";"omlib._twodim_base_impl";"range";"1"
"tedistutils.cpuinfo";"_is_sunfire";"lib_core.test_ufunc";"re.match";"1"
"testingtests.test_utils";"foo";"numpy.polynomial.tests.test_hermite_e";"foo";"4"
"lib_core.test_simd";"test_memory_noncont_partial_load";"libtests.test_regression";"zip";"2"
"lif2py.crackfortran";"fix_usage";"lif2py.auxfuncs";"outmess";"4"
"testing_private.utils";"assert_string_equal";"lib_core.strings";"d3.startswith";"1"
"lib_core.test_half";"test_half_ufuncs";"libtests.test_regression";"np.subtract";"1"
"randomtests.test_random";"test_multivariate_normal";"omma.core";"assert_array_almost_equal";"2"
"lib_core.test_scalar_methods";"test_subscript_tuple";"omlib._twodim_base_impl";"range";"1"
"randomtests.test_generator_mt19937";"test_broadcast_size_error";"numpy.matlib";"np.ones";"3"
"numpy.polynomial.chebyshev";"chebder";"omlib._twodim_base_impl";"range";"2"
"libtests.test_io";"test_complex_arrays";"omlib._npyio_impl";"np.savetxt";"3"
"lif2py._src_pyf";"conv";"lib_core.test_ufunc";"item_re.match";"1"
"omlib._user_array_impl";"__ror__";"lib_core.test_ufunc";"bitwise_or";"1"
"lib_core.test_nditer";"test_iter_itershape";"libtests.test_regression";"np.arange";"1"
"libtests.test_function_base";"test_simple";"omlib._function_base_impl";"kaiser";"5"
"libtests.test_packbits";"test_roundtrip_axis";"libtests.test_regression";"np.packbits";"2"
"omlib._npyio_impl";"fromregex";"lib_core.test_ufunc";"hasattr";"2"
"typingtests.scalars";"__float__";"libtests.test_shape_base";"np.double";"1"
"randomtests.test_generator_mt19937";"test_repeatability1";"omma.core";"assert_array_equal";"1"
"libtests.test_function_base";"test_random";"distutilstests.test_ccompiler_opt";"assert_";"1"
"omlib.recfunctions";"structured_to_unstructured";"tedistutils.mingw32ccompiler";"type";"3"
"distutilsfcompiler.__init__";"verify_command_form";"libtests.test_function_base";"ValueError";"1"
